"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 16, 2014","4,963.21","4,951.11","5,004.10","4,949.95","163.01M","0.20%"
"Nov 13, 2014","4,953.36","4,942.64","4,967.64","4,938.95","235.15M","0.29%"
"Nov 12, 2014","4,939.26","4,949.91","4,960.76","4,930.47","185.27M","-0.10%"
"Nov 11, 2014","4,944.28","4,922.59","4,944.28","4,892.15","301.55M","0.51%"
"Nov 10, 2014","4,919.21","4,866.68","4,924.18","4,866.68","170.75M","1.07%"
"Nov 09, 2014","4,867.15","4,790.28","4,891.91","4,790.28","72.31M","1.60%"
"Nov 06, 2014","4,790.28","4,834.11","4,846.65","4,790.28","88.93M","-0.84%"
"Nov 05, 2014","4,830.74","4,947.58","4,947.58","4,823.20","127.70M","-2.41%"
"Nov 04, 2014","4,949.83","4,950.26","4,958.92","4,921.85","50.88M","-0.01%"
"Nov 03, 2014","4,950.26","4,929.34","4,951.98","4,900.31","57.44M","0.46%"
"Nov 02, 2014","4,927.43","4,865.73","4,964.00","4,865.73","60.09M","1.36%"
"Oct 30, 2014","4,861.45","4,945.85","4,951.77","4,858.27","150.93M","-1.80%"
"Oct 29, 2014","4,950.35","4,899.51","4,969.28","4,897.46","75.99M","1.06%"
"Oct 28, 2014","4,898.34","4,893.93","4,911.34","4,878.01","89.63M","0.09%"
"Oct 27, 2014","4,893.93","4,870.64","4,900.96","4,846.92","62.00M","0.49%"
"Oct 26, 2014","4,870.06","4,824.85","4,870.79","4,824.85","63.84M","0.83%"
"Oct 23, 2014","4,829.83","4,797.80","4,832.88","4,789.64","109.80M","0.62%"
"Oct 22, 2014","4,800.06","4,780.32","4,840.55","4,777.26","86.70M","0.60%"
"Oct 21, 2014","4,771.29","4,724.10","4,771.29","4,711.96","113.79M","1.10%"
"Oct 20, 2014","4,719.58","4,786.52","4,837.88","4,688.36","84.39M","-1.54%"
"Oct 19, 2014","4,793.55","4,770.54","4,862.08","4,770.54","85.96M","0.53%"
"Oct 16, 2014","4,768.15","4,868.46","4,868.46","4,715.25","136.47M","-2.29%"
"Oct 15, 2014","4,879.92","4,891.47","4,937.75","4,859.16","152.19M","-0.24%"
"Oct 14, 2014","4,891.58","4,944.40","4,944.40","4,868.10","81.59M","-1.12%"
"Oct 13, 2014","4,946.79","4,891.08","4,946.79","4,861.98","115.03M","0.96%"
"Oct 12, 2014","4,899.67","5,070.74","5,070.74","4,895.30","134.06M","-3.50%"
"Oct 09, 2014","5,077.43","5,092.64","5,100.75","5,071.57","61.22M","-0.12%"
"Oct 08, 2014","5,083.61","5,112.28","5,117.50","5,075.23","42.93M","-0.65%"
"Oct 07, 2014","5,116.79","5,110.77","5,140.26","5,093.87","27.55M","0.11%"
"Oct 02, 2014","5,111.25","5,126.72","5,132.96","5,084.94","82.62M","-0.37%"
"Oct 01, 2014","5,130.23","5,107.47","5,130.23","5,107.45","54.38M","0.47%"
"Sep 30, 2014","5,106.29","5,103.50","5,125.28","5,096.61","74.71M","0.08%"
"Sep 29, 2014","5,102.32","5,075.90","5,104.22","5,075.57","112.54M","0.54%"
"Sep 28, 2014","5,074.77","5,127.96","5,146.05","5,073.45","87.52M","-1.03%"
"Sep 25, 2014","5,127.60","5,112.07","5,130.37","5,097.72","57.66M","0.30%"
"Sep 24, 2014","5,112.07","5,117.94","5,143.31","5,090.53","75.03M","-0.14%"
"Sep 23, 2014","5,119.07","5,149.80","5,175.87","5,119.07","52.65M","-0.60%"
"Sep 22, 2014","5,149.80","5,173.20","5,190.50","5,142.33","50.19M","-0.47%"
